,Link,Name,Price,Color
199,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-tucson-11178469/,2024 Hyundai Tucson,"$51,699",Shimmering Silver
200,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-11178466/,2024 Hyundai IONIQ,"$60,249",Serenity White
201,https://www.carpages.ca/new-cars/ontario/north-bay/2024-hyundai-tucson-hybrid-11178097/,2024 Hyundai Tucson Hybrid,"$42,649",Crystal White
202,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-ioniq-5-11177785/,2024 Hyundai IONIQ 5,"$59,918",SHOOTING STAR
203,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-kia-sportage-11177746/,2024 Kia Sportage,"$43,364.82",Snow White Pearl
204,https://www.carpages.ca/used-cars/manitoba/winnipeg/2024-volvo-v60-11177734/,2024 Volvo V60,"$79,995",SILVER DAWN METALLIC
205,https://www.carpages.ca/used-cars/manitoba/winnipeg/2023-volvo-c40-recharge-11177731/,2023 Volvo C40 Recharge,"$55,987",Fjord Blue Metallic
206,https://www.carpages.ca/used-cars/ontario/toronto/2020-ford-fusion-11177587/,2020 Ford Fusion,"$18,999",White
207,https://www.carpages.ca/new-cars/ontario/kitchener/2024-ford-f-150-11177194/,2024 Ford F-150,"$79,649",White
208,https://www.carpages.ca/new-cars/ontario/kitchener/2024-ford-f-150-11177191/,2024 Ford F-150,"$80,369",Black
209,https://www.carpages.ca/used-cars/ontario/north-temiskaming-shores/2021-toyota-venza-11176945/,2021 Toyota Venza,"$43,619",Blizzard Pearl
210,https://www.carpages.ca/new-cars/ontario/ottawa/2024-toyota-rav4-11176909/,2024 Toyota RAV4,"$39,970.45",Black
211,https://www.carpages.ca/used-cars/ontario/toronto/2020-lexus-ux-11176795/,2020 Lexus UX,"$29,950",Black
212,https://www.carpages.ca/used-cars/ontario/brampton/2023-toyota-rav4-11176786/,2023 Toyota RAV4,"$57,900",White
213,https://www.carpages.ca/used-cars/ontario/brampton/2021-toyota-sienna-11176702/,2021 Toyota Sienna,"$50,900",Grey
214,https://www.carpages.ca/used-cars/ontario/guelph/2020-ram-1500-11176021/,2020 RAM 1500,"$37,998",Patriot Blue Pearl
215,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-corolla-cross-11175913/,2024 Toyota Corolla Cross,"$41,320",Wind Chill Pearl
216,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-sienna-11175898/,2024 Toyota Sienna,"$54,151",Blueprint
217,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2024-toyota-rav4-11175724/,2024 Toyota RAV4,"$46,534",02PS WIND CHILL PEARL WITH BLA
218,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2024-toyota-rav4-11175721/,2024 Toyota RAV4,"$43,619",01G3 MAGNETIC GREY METALLIC
219,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2024-toyota-rav4-11175718/,2024 Toyota RAV4,"$41,579",08X8 BLUEPRINT
220,https://www.carpages.ca/used-cars/quebec/quebec/2022-tesla-model-y-11175685/,2022 Tesla Model Y,"$54,817",Gris foncé
221,https://www.carpages.ca/new-cars/ontario/forest/2024-ford-maverick-11175637/,2024 Ford MAVERICK,"$47,107",Cactus Grey
222,https://www.carpages.ca/used-cars/ontario/oakville/2022-jeep-wagoneer-11175616/,2022 Jeep Wagoneer,"$69,980",White
223,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2024-ford-escape-11175499/,2024 Ford Escape,"$49,719",Rapid Red Metallic Tinted Clearcoat
224,https://www.carpages.ca/new-cars/british-columbia/north-vancouver/2024-hyundai-ioniq-11175298/,2024 Hyundai IONIQ,"$67,199",Abyss black
225,https://www.carpages.ca/used-cars/ontario/brantford/2018-bmw-i3-11175277/,2018 BMW i3,"$24,888",Capparis White w/BMW i Frozen Blue Accent
226,https://www.carpages.ca/used-cars/ontario/north-york/2022-porsche-taycan-11175016/,2022 Porsche Taycan,"$109,995",Volcano Grey Metallic
227,https://www.carpages.ca/new-cars/ontario/kitchener/2024-ford-f-150-11174920/,2024 Ford F-150,"$85,139",Black
228,https://www.carpages.ca/used-cars/ontario/north-york/2019-lexus-ux-11174089/,2019 Lexus UX,"$33,895",Silver
229,https://www.carpages.ca/used-cars/ontario/belmont/2014-infiniti-qx60-11174074/,2014 Infiniti QX60,"$6,900",Black
230,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11174059/,2024 Kia Sportage,"$40,495",Grey
231,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11174056/,2024 Kia Sportage,"$49,095",Black
232,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11174053/,2024 Kia Sportage,"$49,095",White
233,https://www.carpages.ca/used-cars/ontario/st-thomas/2015-lexus-es-300-11174050/,2015 Lexus ES 300,"$23,999",Grey
234,https://www.carpages.ca/used-cars/saskatchewan/regina/2022-ram-1500-11173372/,2022 RAM 1500,"$68,900",Diamond Black Crystal Pearlcoat
235,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2023-mitsubishi-outlander-11173336/,2023 Mitsubishi Outlander,"$49,800",Gray
236,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2022-mitsubishi-outlander-11173297/,2022 Mitsubishi Outlander,"$36,995",White
237,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11173216/,2024 Kia Sportage,"$40,495",Steel Grey
238,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11173213/,2024 Kia Sportage,"$49,095",Fusion Black
239,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11173210/,2024 Kia Sportage,"$49,095",Snow White Pearl
240,https://www.carpages.ca/used-cars/ontario/ottawa/2019-lexus-ux-11173126/,2019 Lexus UX,"$34,898",White
241,https://www.carpages.ca/new-cars/ontario/new-hamburg/2024-chrysler-pacifica-11173018/,2024 Chrysler Pacifica,"$70,803",White
242,https://www.carpages.ca/new-cars/ontario/mississauga/2024-ford-escape-11172526/,2024 Ford Escape,"$45,794",Agate Black Metallic
243,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2024-mitsubishi-outlander-11172232/,2024 Mitsubishi Outlander,"$60,548",White
244,https://www.carpages.ca/used-cars/ontario/mississauga/2022-tesla-model-3-11172160/,2022 Tesla Model 3,"$38,995",Blue
245,https://www.carpages.ca/used-cars/british-columbia/surrey/2019-tesla-model-3-11172109/,2019 Tesla Model 3,"$35,989",White
246,https://www.carpages.ca/new-cars/british-columbia/fort-st-john/2024-ford-escape-11171914/,2024 Ford Escape,"$50,354",Rapid Red Metallic Tinted Clearcoat
247,https://www.carpages.ca/used-cars/ontario/kanata/2023-toyota-rav4-11171851/,2023 Toyota RAV4,"$44,995",Calvery Blue
248,https://www.carpages.ca/used-cars/ontario/ottawa/2014-toyota-camry-11171839/,2014 Toyota Camry,"$15,898",Grey
249,https://www.carpages.ca/new-cars/ontario/kanata/2024-chevrolet-blazer-11171758/,2024 Chevrolet Blazer,"$63,088",Radiant Red Tin
250,https://www.carpages.ca/new-cars/ontario/kanata/2024-chevrolet-blazer-11171755/,2024 Chevrolet Blazer,"$62,393",SUMMIT WHITE
251,https://www.carpages.ca/used-cars/ontario/north-bay/2018-chevrolet-volt-11171560/,2018 Chevrolet Volt,"$21,946",White
252,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-hyundai-ioniq-11171524/,2022 Hyundai IONIQ,"$31,590",Black
253,https://www.carpages.ca/used-cars/ontario/whitby/2024-toyota-tundra-11171497/,2024 Toyota Tundra,"$87,900",Midnight Black Metallic
254,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2020-hyundai-ioniq-11171425/,2020 Hyundai IONIQ,"$27,995",
255,https://www.carpages.ca/used-cars/ontario/ottawa/2021-toyota-rav4-11171350/,2021 Toyota RAV4,"$42,994.50",Burgundy
256,https://www.carpages.ca/used-cars/ontario/stittsville/2020-ford-fusion-11170924/,2020 Ford Fusion,"$23,999",Black
257,https://www.carpages.ca/used-cars/saskatchewan/regina/2021-toyota-corolla-11170864/,2021 Toyota Corolla,"$33,900",
258,https://www.carpages.ca/new-cars/ontario/tilbury/2024-ford-escape-11170261/,2024 Ford Escape,"$54,944",Silver
259,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2012-ford-f-150-11169997/,2012 Ford F-150,"$19,980",
260,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-hyundai-tucson-hybrid-11169985/,2022 Hyundai Tucson Hybrid,"$38,000",Blue
261,https://www.carpages.ca/new-cars/british-columbia/port-moody/2024-honda-cr-v-11169886/,2024 Honda CR-V,"$51,775",Meteoroid Grey Metallic
262,https://www.carpages.ca/used-cars/ontario/kitchener/2018-toyota-camry-11180029/,2018 Toyota Camry,"$29,964",Red
263,https://www.carpages.ca/used-cars/ontario/kitchener/2019-toyota-rav4-11179996/,2019 Toyota RAV4,"$29,963",White
264,https://www.carpages.ca/new-cars/ontario/midland/2024-ford-escape-11179789/,2024 Ford Escape,"$49,531",STAR WHITE METALLIC TRI-COAT
265,https://www.carpages.ca/new-cars/british-columbia/port-moody/2024-honda-cr-v-11179780/,2024 Honda CR-V,"$49,075",Platinum White Pearl
266,https://www.carpages.ca/used-cars/ontario/burlington/2011-lexus-hs-250-11179774/,2011 Lexus HS 250,"$17,992",Black
267,https://www.carpages.ca/used-cars/ontario/guelph/2023-honda-cr-v-11179708/,2023 Honda CR-V,"$45,988",Grey
268,https://www.carpages.ca/used-cars/ontario/guelph/2020-ford-escape-11179693/,2020 Ford Escape,"$28,988",Blue
269,https://www.carpages.ca/used-cars/ontario/guelph/2021-toyota-rav4-11179675/,2021 Toyota RAV4,"$40,988",White
270,https://www.carpages.ca/used-cars/ontario/guelph/2021-ford-escape-11179651/,2021 Ford Escape,"$24,988",White
271,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-rav4-11179579/,2024 Toyota RAV4,"$54,754",Midnight Black Metallic
272,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-rav4-11179576/,2024 Toyota RAV4,"$50,169",Wind Chill Pearl w/Black Roof
273,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2024-hyundai-tucson-hybrid-11179303/,2024 Hyundai Tucson Hybrid,"$42,901",ASH BLACK
274,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2024-hyundai-tucson-hybrid-11179300/,2024 Hyundai Tucson Hybrid,"$42,901",Amazon Grey
275,https://www.carpages.ca/used-cars/alberta/camrose/2022-ford-f-150-11178937/,2022 Ford F-150,"$66,999",Agate Black
276,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-chevrolet-blazer-11178580/,2024 Chevrolet Blazer,"$62,194",Riptide Blue Metallic
277,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178511/,2024 Hyundai KONA,"$53,399",MIRAGE GREEN
278,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178508/,2024 Hyundai KONA,"$48,599",Abyss black
279,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-11178502/,2024 Hyundai IONIQ,"$66,949",Serenity White
280,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178496/,2024 Hyundai KONA,"$53,399",MIRAGE GREEN
281,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178493/,2024 Hyundai KONA,"$53,399",MIRAGE GREEN
282,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-5-11178490/,2024 Hyundai IONIQ 5,"$59,199",Abyss black
283,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-5-11178484/,2024 Hyundai IONIQ 5,"$65,199",Cyber Grey
284,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178478/,2024 Hyundai KONA,"$53,399",META BLUE
285,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-5-11178472/,2024 Hyundai IONIQ 5,"$57,199",LUCID BLUE
286,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-tucson-11178469/,2024 Hyundai Tucson,"$51,699",Shimmering Silver
287,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-11178466/,2024 Hyundai IONIQ,"$60,249",Serenity White
288,https://www.carpages.ca/new-cars/ontario/north-bay/2024-hyundai-tucson-hybrid-11178097/,2024 Hyundai Tucson Hybrid,"$42,649",Crystal White
289,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-ioniq-5-11177785/,2024 Hyundai IONIQ 5,"$59,918",SHOOTING STAR
290,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-kia-sportage-11177746/,2024 Kia Sportage,"$43,364.82",Snow White Pearl
291,https://www.carpages.ca/used-cars/manitoba/winnipeg/2024-volvo-v60-11177734/,2024 Volvo V60,"$79,995",SILVER DAWN METALLIC
292,https://www.carpages.ca/used-cars/manitoba/winnipeg/2023-volvo-c40-recharge-11177731/,2023 Volvo C40 Recharge,"$55,987",Fjord Blue Metallic
293,https://www.carpages.ca/used-cars/ontario/toronto/2020-ford-fusion-11177587/,2020 Ford Fusion,"$18,999",White
294,https://www.carpages.ca/new-cars/ontario/kitchener/2024-ford-f-150-11177194/,2024 Ford F-150,"$79,649",White
295,https://www.carpages.ca/new-cars/ontario/kitchener/2024-ford-f-150-11177191/,2024 Ford F-150,"$80,369",Black
296,https://www.carpages.ca/used-cars/ontario/north-temiskaming-shores/2021-toyota-venza-11176945/,2021 Toyota Venza,"$43,619",Blizzard Pearl
297,https://www.carpages.ca/new-cars/ontario/ottawa/2024-toyota-rav4-11176909/,2024 Toyota RAV4,"$39,970.45",Black
298,https://www.carpages.ca/used-cars/ontario/toronto/2020-lexus-ux-11176795/,2020 Lexus UX,"$29,950",Black
299,https://www.carpages.ca/used-cars/ontario/brampton/2023-toyota-rav4-11176786/,2023 Toyota RAV4,"$57,900",White
300,https://www.carpages.ca/used-cars/ontario/brampton/2021-toyota-sienna-11176702/,2021 Toyota Sienna,"$50,900",Grey
301,https://www.carpages.ca/used-cars/ontario/guelph/2020-ram-1500-11176021/,2020 RAM 1500,"$37,998",Patriot Blue Pearl
302,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-corolla-cross-11175913/,2024 Toyota Corolla Cross,"$41,320",Wind Chill Pearl
303,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-sienna-11175898/,2024 Toyota Sienna,"$54,151",Blueprint
304,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2024-toyota-rav4-11175724/,2024 Toyota RAV4,"$46,534",02PS WIND CHILL PEARL WITH BLA
305,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2024-toyota-rav4-11175721/,2024 Toyota RAV4,"$43,619",01G3 MAGNETIC GREY METALLIC
306,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2024-toyota-rav4-11175718/,2024 Toyota RAV4,"$41,579",08X8 BLUEPRINT
307,https://www.carpages.ca/used-cars/quebec/quebec/2022-tesla-model-y-11175685/,2022 Tesla Model Y,"$54,817",Gris foncé
308,https://www.carpages.ca/new-cars/ontario/forest/2024-ford-maverick-11175637/,2024 Ford MAVERICK,"$47,107",Cactus Grey
309,https://www.carpages.ca/used-cars/ontario/oakville/2022-jeep-wagoneer-11175616/,2022 Jeep Wagoneer,"$69,980",White
310,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2024-ford-escape-11175499/,2024 Ford Escape,"$49,719",Rapid Red Metallic Tinted Clearcoat
311,https://www.carpages.ca/new-cars/british-columbia/north-vancouver/2024-hyundai-ioniq-11175298/,2024 Hyundai IONIQ,"$67,199",Abyss black
312,https://www.carpages.ca/used-cars/ontario/brantford/2018-bmw-i3-11175277/,2018 BMW i3,"$24,888",Capparis White w/BMW i Frozen Blue Accent
313,https://www.carpages.ca/used-cars/ontario/north-york/2022-porsche-taycan-11175016/,2022 Porsche Taycan,"$109,995",Volcano Grey Metallic
314,https://www.carpages.ca/new-cars/ontario/kitchener/2024-ford-f-150-11174920/,2024 Ford F-150,"$85,139",Black
315,https://www.carpages.ca/used-cars/ontario/north-york/2019-lexus-ux-11174089/,2019 Lexus UX,"$33,895",Silver
316,https://www.carpages.ca/used-cars/ontario/belmont/2014-infiniti-qx60-11174074/,2014 Infiniti QX60,"$6,900",Black
317,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11174059/,2024 Kia Sportage,"$40,495",Grey
318,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11174056/,2024 Kia Sportage,"$49,095",Black
319,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11174053/,2024 Kia Sportage,"$49,095",White
320,https://www.carpages.ca/used-cars/ontario/st-thomas/2015-lexus-es-300-11174050/,2015 Lexus ES 300,"$23,999",Grey
321,https://www.carpages.ca/used-cars/saskatchewan/regina/2022-ram-1500-11173372/,2022 RAM 1500,"$68,900",Diamond Black Crystal Pearlcoat
322,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2023-mitsubishi-outlander-11173336/,2023 Mitsubishi Outlander,"$49,800",Gray
323,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2022-mitsubishi-outlander-11173297/,2022 Mitsubishi Outlander,"$36,995",White
324,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11173216/,2024 Kia Sportage,"$40,495",Steel Grey
325,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11173213/,2024 Kia Sportage,"$49,095",Fusion Black
326,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11173210/,2024 Kia Sportage,"$49,095",Snow White Pearl
327,https://www.carpages.ca/used-cars/ontario/ottawa/2019-lexus-ux-11173126/,2019 Lexus UX,"$34,898",White
328,https://www.carpages.ca/new-cars/ontario/new-hamburg/2024-chrysler-pacifica-11173018/,2024 Chrysler Pacifica,"$70,803",White
329,https://www.carpages.ca/new-cars/ontario/mississauga/2024-ford-escape-11172526/,2024 Ford Escape,"$45,794",Agate Black Metallic
330,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2024-mitsubishi-outlander-11172232/,2024 Mitsubishi Outlander,"$60,548",White
331,https://www.carpages.ca/used-cars/ontario/mississauga/2022-tesla-model-3-11172160/,2022 Tesla Model 3,"$38,995",Blue
332,https://www.carpages.ca/used-cars/british-columbia/surrey/2019-tesla-model-3-11172109/,2019 Tesla Model 3,"$35,989",White
333,https://www.carpages.ca/new-cars/british-columbia/fort-st-john/2024-ford-escape-11171914/,2024 Ford Escape,"$50,354",Rapid Red Metallic Tinted Clearcoat
334,https://www.carpages.ca/used-cars/ontario/kanata/2023-toyota-rav4-11171851/,2023 Toyota RAV4,"$44,995",Calvery Blue
335,https://www.carpages.ca/used-cars/ontario/ottawa/2014-toyota-camry-11171839/,2014 Toyota Camry,"$15,898",Grey
336,https://www.carpages.ca/new-cars/ontario/kanata/2024-chevrolet-blazer-11171758/,2024 Chevrolet Blazer,"$63,088",Radiant Red Tin
337,https://www.carpages.ca/new-cars/ontario/kanata/2024-chevrolet-blazer-11171755/,2024 Chevrolet Blazer,"$62,393",SUMMIT WHITE
338,https://www.carpages.ca/used-cars/ontario/north-bay/2018-chevrolet-volt-11171560/,2018 Chevrolet Volt,"$21,946",White
339,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-hyundai-ioniq-11171524/,2022 Hyundai IONIQ,"$31,590",Black
340,https://www.carpages.ca/used-cars/ontario/whitby/2024-toyota-tundra-11171497/,2024 Toyota Tundra,"$87,900",Midnight Black Metallic
341,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2020-hyundai-ioniq-11171425/,2020 Hyundai IONIQ,"$27,995",
342,https://www.carpages.ca/used-cars/ontario/ottawa/2021-toyota-rav4-11171350/,2021 Toyota RAV4,"$42,994.50",Burgundy
343,https://www.carpages.ca/used-cars/ontario/stittsville/2020-ford-fusion-11170924/,2020 Ford Fusion,"$23,999",Black
344,https://www.carpages.ca/used-cars/saskatchewan/regina/2021-toyota-corolla-11170864/,2021 Toyota Corolla,"$33,900",
345,https://www.carpages.ca/new-cars/ontario/tilbury/2024-ford-escape-11170261/,2024 Ford Escape,"$54,944",Silver
346,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2012-ford-f-150-11169997/,2012 Ford F-150,"$19,980",
347,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-hyundai-tucson-hybrid-11169985/,2022 Hyundai Tucson Hybrid,"$38,000",Blue
348,https://www.carpages.ca/new-cars/british-columbia/port-moody/2024-honda-cr-v-11169886/,2024 Honda CR-V,"$51,775",Meteoroid Grey Metallic
349,https://www.carpages.ca/used-cars/ontario/kitchener/2018-toyota-camry-11180029/,2018 Toyota Camry,"$29,964",Red
350,https://www.carpages.ca/used-cars/ontario/kitchener/2019-toyota-rav4-11179996/,2019 Toyota RAV4,"$29,963",White
351,https://www.carpages.ca/new-cars/ontario/midland/2024-ford-escape-11179789/,2024 Ford Escape,"$49,531",STAR WHITE METALLIC TRI-COAT
352,https://www.carpages.ca/new-cars/british-columbia/port-moody/2024-honda-cr-v-11179780/,2024 Honda CR-V,"$49,075",Platinum White Pearl
353,https://www.carpages.ca/used-cars/ontario/burlington/2011-lexus-hs-250-11179774/,2011 Lexus HS 250,"$17,992",Black
354,https://www.carpages.ca/used-cars/ontario/guelph/2023-honda-cr-v-11179708/,2023 Honda CR-V,"$45,988",Grey
355,https://www.carpages.ca/used-cars/ontario/guelph/2020-ford-escape-11179693/,2020 Ford Escape,"$28,988",Blue
356,https://www.carpages.ca/used-cars/ontario/guelph/2021-toyota-rav4-11179675/,2021 Toyota RAV4,"$40,988",White
357,https://www.carpages.ca/used-cars/ontario/guelph/2021-ford-escape-11179651/,2021 Ford Escape,"$24,988",White
358,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-rav4-11179579/,2024 Toyota RAV4,"$54,754",Midnight Black Metallic
359,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-rav4-11179576/,2024 Toyota RAV4,"$50,169",Wind Chill Pearl w/Black Roof
360,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2024-hyundai-tucson-hybrid-11179303/,2024 Hyundai Tucson Hybrid,"$42,901",ASH BLACK
361,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2024-hyundai-tucson-hybrid-11179300/,2024 Hyundai Tucson Hybrid,"$42,901",Amazon Grey
362,https://www.carpages.ca/used-cars/alberta/camrose/2022-ford-f-150-11178937/,2022 Ford F-150,"$66,999",Agate Black
363,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-chevrolet-blazer-11178580/,2024 Chevrolet Blazer,"$62,194",Riptide Blue Metallic
364,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178511/,2024 Hyundai KONA,"$53,399",MIRAGE GREEN
365,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178508/,2024 Hyundai KONA,"$48,599",Abyss black
366,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-11178502/,2024 Hyundai IONIQ,"$66,949",Serenity White
367,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178496/,2024 Hyundai KONA,"$53,399",MIRAGE GREEN
368,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178493/,2024 Hyundai KONA,"$53,399",MIRAGE GREEN
369,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-5-11178490/,2024 Hyundai IONIQ 5,"$59,199",Abyss black
370,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-5-11178484/,2024 Hyundai IONIQ 5,"$65,199",Cyber Grey
371,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-kona-11178478/,2024 Hyundai KONA,"$53,399",META BLUE
372,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-5-11178472/,2024 Hyundai IONIQ 5,"$57,199",LUCID BLUE
373,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-tucson-11178469/,2024 Hyundai Tucson,"$51,699",Shimmering Silver
374,https://www.carpages.ca/new-cars/british-columbia/surrey/2024-hyundai-ioniq-11178466/,2024 Hyundai IONIQ,"$60,249",Serenity White
375,https://www.carpages.ca/new-cars/ontario/north-bay/2024-hyundai-tucson-hybrid-11178097/,2024 Hyundai Tucson Hybrid,"$42,649",Crystal White
376,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-ioniq-5-11177785/,2024 Hyundai IONIQ 5,"$59,918",SHOOTING STAR
377,https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-kia-sportage-11177746/,2024 Kia Sportage,"$43,364.82",Snow White Pearl
378,https://www.carpages.ca/used-cars/manitoba/winnipeg/2024-volvo-v60-11177734/,2024 Volvo V60,"$79,995",SILVER DAWN METALLIC
379,https://www.carpages.ca/used-cars/manitoba/winnipeg/2023-volvo-c40-recharge-11177731/,2023 Volvo C40 Recharge,"$55,987",Fjord Blue Metallic
380,https://www.carpages.ca/used-cars/ontario/toronto/2020-ford-fusion-11177587/,2020 Ford Fusion,"$18,999",White
381,https://www.carpages.ca/new-cars/ontario/kitchener/2024-ford-f-150-11177194/,2024 Ford F-150,"$79,649",White
382,https://www.carpages.ca/new-cars/ontario/kitchener/2024-ford-f-150-11177191/,2024 Ford F-150,"$80,369",Black
383,https://www.carpages.ca/used-cars/ontario/north-temiskaming-shores/2021-toyota-venza-11176945/,2021 Toyota Venza,"$43,619",Blizzard Pearl
384,https://www.carpages.ca/new-cars/ontario/ottawa/2024-toyota-rav4-11176909/,2024 Toyota RAV4,"$39,970.45",Black
385,https://www.carpages.ca/used-cars/ontario/toronto/2020-lexus-ux-11176795/,2020 Lexus UX,"$29,950",Black
386,https://www.carpages.ca/used-cars/ontario/brampton/2023-toyota-rav4-11176786/,2023 Toyota RAV4,"$57,900",White
387,https://www.carpages.ca/used-cars/ontario/brampton/2021-toyota-sienna-11176702/,2021 Toyota Sienna,"$50,900",Grey
388,https://www.carpages.ca/used-cars/ontario/guelph/2020-ram-1500-11176021/,2020 RAM 1500,"$37,998",Patriot Blue Pearl
389,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-corolla-cross-11175913/,2024 Toyota Corolla Cross,"$41,320",Wind Chill Pearl
390,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2024-toyota-sienna-11175898/,2024 Toyota Sienna,"$54,151",Blueprint
391,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2024-toyota-rav4-11175724/,2024 Toyota RAV4,"$46,534",02PS WIND CHILL PEARL WITH BLA
392,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2024-toyota-rav4-11175721/,2024 Toyota RAV4,"$43,619",01G3 MAGNETIC GREY METALLIC
393,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2024-toyota-rav4-11175718/,2024 Toyota RAV4,"$41,579",08X8 BLUEPRINT
394,https://www.carpages.ca/used-cars/quebec/quebec/2022-tesla-model-y-11175685/,2022 Tesla Model Y,"$54,817",Gris foncé
395,https://www.carpages.ca/new-cars/ontario/forest/2024-ford-maverick-11175637/,2024 Ford MAVERICK,"$47,107",Cactus Grey
396,https://www.carpages.ca/used-cars/ontario/oakville/2022-jeep-wagoneer-11175616/,2022 Jeep Wagoneer,"$69,980",White
